,Adams County,Alcorn County,Amite County,Attala County,Benton County,Bolivar County,Calhoun County,Carroll County,Chickasaw County,Choctaw County,Claiborne County,Clarke County,Clay County,Coahoma County,Copiah County,Covington County,DeSoto County,Forrest County,Franklin County,George County,Greene County,Grenada County,Hancock County,Harrison County,Hinds County,Holmes County,Humphreys County,Issaquena County,Itawamba County,Jackson County,Jasper County,Jefferson County,Jefferson Davis County,Jones County,Kemper County,Lafayette County,Lamar County,Lauderdale County,Lawrence County,Leake County,Lee County,Leflore County,Lincoln County,Lowndes County,Madison County,Marion County,Marshall County,Monroe County,Montgomery County,Neshoba County,Newton County,Noxubee County,Oktibbeha County,Panola County,Pearl River County,Perry County,Pike County,Pontotoc County,Prentiss County,Quitman County,Rankin County,Scott County,Sharkey County,Simpson County,Smith County,Stone County,Sunflower County,Tallahatchie County,Tate County,Tippah County,Tishomingo County,Tunica County,Union County,Walthall County,Warren County,Washington County,Wayne County,Webster County,Wilkinson County,Winston County,Yalobusha County,Yazoo County
Salvation Army 2,144.911214,251.7291839,134.0720838,121.6039167,218.0534651,245.1286497,165.86717,166.0277429,164.8048393,120.2460196,123.381729,50.69842639,156.1500297,258.4988841,89.07831988,28.19337853,267.6523734,41.46321208,118.4155685,86.70433623,62.6606893,181.2109386,109.2331178,91.47665241,115.7831483,153.761498,179.3134639,179.9132577,223.0742823,115.6267735,23.95989989,114.531718,48.53884815,6.300848067,102.4404837,203.2694289,55.13154101,77.16764726,66.63959016,95.4174675,205.4964283,194.9826208,88.35560374,163.1354951,116.9789972,71.99363426,232.1581416,189.7050402,151.6028203,74.6261308,50.2199095,130.9636796,134.6571642,230.3784643,90.1813325,44.66087607,110.3267974,180.6355484,237.1654757,242.0613329,86.50915164,72.37896588,179.04611,60.96144923,43.87782226,63.56078541,215.0952425,214.8973939,249.6317898,225.3327725,261.5096856,274.1630385,200.7997736,94.51413235,145.8768086,214.2130362,29.80006854,140.6446079,165.0091094,102.5290992,193.4807189,148.043553
Good Samaritan Center 2,144.6176401,252.0347328,133.7795512,122.5250288,218.9683434,246.0472256,166.7852558,166.9475722,165.1068891,121.1662103,124.3066888,50.99388003,156.4511289,259.4159012,90.00364061,27.89931317,268.5670349,41.17064017,118.1220201,85.77563291,61.73315469,182.1296212,108.9431692,90.54648138,116.7071085,154.6824765,180.2344206,180.8355671,223.3776329,114.6967562,24.25527676,115.4574912,48.2449966,6.006819281,102.7384012,204.1859929,54.83891139,77.46434854,66.3458026,96.33974597,205.7998135,195.9020844,88.06187371,163.435944,117.9016872,71.70092076,233.0732219,190.0069887,152.5224889,74.92404371,50.51659608,131.2628438,134.9574411,231.2950002,89.89015406,43.73319982,110.034267,180.9386988,237.4700598,242.9782754,87.43312424,73.30244957,179.9679382,61.88662402,44.80264188,62.63184131,216.0145187,215.8154254,250.5472792,225.6379064,261.8147196,275.0785233,201.1038888,94.2216924,146.8004526,215.1334402,28.87396758,141.5638532,164.7166151,102.8281862,194.3984729,148.965733
The Pantry,307.1270145,88.65239196,296.2130894,91.97326233,49.74111179,117.7101564,41.236821,86.56219177,64.64473478,87.00925691,246.807852,210.0410357,92.60504913,71.51208751,226.872685,190.4446709,60.79444143,235.5616127,280.6295804,294.5714168,270.4437647,57.52244413,277.5259322,299.449267,198.9026149,119.0102978,143.8494543,197.7325935,73.30662746,323.5882947,186.3747067,270.9008373,210.7747485,210.8595548,163.3241961,3.725190481,219.5242424,186.4119693,228.8708642,111.9878949,54.3613861,101.4842088,250.5827108,124.8281669,149.4732471,234.1477359,28.06548169,93.48881976,65.86675448,135.6564948,160.0204585,142.7537218,102.972303,24.96425998,252.2251204,252.4541642,272.467689,38.40152549,74.15802199,52.13005358,169.9829891,136.2836025,177.8344958,192.7121114,163.7101879,271.4452147,114.4717849,66.37177334,42.71435696,62.28583738,98.46986545,67.2458897,37.82607756,256.6485459,216.5433011,157.4074499,237.4801013,66.54271569,327.1473247,117.3048236,34.25926213,160.5074128
Feed by Faith,216.3921674,181.2070555,205.6365073,100.3855624,196.3358521,223.7069907,144.4064513,144.7065986,121.0071084,98.95390623,155.8210012,23.38675391,93.19125707,236.9524041,135.9406915,99.63516775,245.9172971,113.0246526,189.8986131,107.3145622,83.36452301,159.7979557,181.00465,156.0022237,107.7638512,132.5323811,158.082544,158.790633,152.3760599,136.1317579,47.37689141,180.0376035,119.9977314,77.74560935,31.30712784,181.686796,126.6883316,5.936882456,138.1035678,74.29253922,134.8010101,173.6321379,159.8241503,92.20486932,95.88697125,143.5436717,210.4566675,118.8945283,130.2688391,50.62403641,26.44644137,59.93016833,82.94896448,208.7935197,161.8543486,98.46167008,181.8914327,147.0830472,166.5660676,220.5089138,78.84612649,51.3505696,157.88496,101.7579484,70.24261945,132.3059417,193.7297124,193.4322244,227.963031,177.0787058,190.9462749,252.4938576,163.3778202,166.0860497,125.3564697,192.9377985,50.61873698,119.2767629,236.5765355,68.7972926,171.9933767,126.9106316
Mustard Tree Food Pantry @ Haven Chapel United Methodist Church,218.8221293,178.8235884,208.0705214,100.3937316,196.3198054,223.7052895,144.4028652,144.7097794,121.0037461,98.95849952,158.2445247,23.36448536,93.19158997,236.9446497,138.3656225,102.0632402,245.9003979,115.4585308,192.328679,107.2768881,83.33138963,159.7966822,183.4487184,158.4460152,110.1834958,132.5400251,158.0900977,158.8034373,149.9840494,136.0889787,49.79987305,182.4642862,122.4266315,80.17382816,28.89401164,181.6772951,129.1219829,3.519041268,140.5327133,74.30524074,132.4091377,173.6338931,162.2535155,89.80158591,95.90126575,145.9769936,210.4414016,116.4970716,130.2713991,50.63674501,26.46391463,57.52189496,82.95249095,208.7839036,164.2936373,100.8957696,184.3254594,147.0754074,164.1788514,220.5008733,81.26582519,51.3679537,157.8958965,104.1823184,72.66561422,134.7449658,193.7307359,193.428417,227.9493492,177.063361,188.560803,252.4801524,163.3664326,168.5204314,127.7748808,192.9431998,51.03397713,119.2776824,239.0106924,68.80544082,171.9884968,126.9229401
Mustard Tree Food Pantry @ Life Baptist Church,217.4537298,180.110549,206.6950243,97.491614,193.4601033,220.8204598,141.5213376,141.816399,118.1218268,96.06264539,156.8874025,26.29129844,90.30319831,234.0704227,137.0060351,100.6981507,243.0421886,114.0832723,190.9600974,110.2306848,86.27723302,156.9111038,182.0556113,157.0533931,108.8331678,129.6388273,155.1890577,155.8932005,151.2859741,139.0517173,48.44370054,181.1016305,121.0600923,78.80848245,30.23290415,178.8061276,127.7471218,4.866209848,139.165744,71.3951845,133.7108206,170.7430096,160.8861614,91.12325568,92.98841916,144.6027093,207.5803318,117.8085356,127.3791062,47.72667654,23.54550059,58.85230497,80.05850554,205.9129377,162.9089018,99.52012358,182.9499404,144.2009802,165.4723787,217.6271475,79.91540261,48.44969568,154.9889312,102.8237138,71.30941857,133.360694,190.8411339,190.5472767,225.0855046,174.2024296,189.8512749,249.6163485,160.49857,167.1442908,126.4267132,190.0459297,53.52726031,116.3882632,237.634945,65.90336013,169.1092353,124.013572
The Salvation Army Meridian,218.6057292,179.0570759,207.8556107,101.5061969,197.4233709,224.814127,145.5110102,145.8204113,122.1119733,100.0696506,158.0257584,22.83588003,94.30117535,238.0512625,138.1473736,101.8461459,247.00365,115.2435703,192.1123173,106.153579,82.20974935,160.9056771,183.237503,158.2346982,109.963304,133.6522972,159.2023367,159.9176059,150.214397,134.9637933,49.58090787,182.246681,122.2098414,79.95678775,29.11660251,182.7832662,128.906939,3.739895609,140.3160134,75.41937175,132.6395361,174.744001,162.0368962,90.02779052,97.01598213,145.7618286,211.545254,116.7254176,131.3818029,51.75087867,27.57979941,57.74626566,84.06325002,209.8898323,164.0806653,100.6808905,184.1105534,148.1820625,164.410961,221.607381,81.04565335,52.48380565,159.0093787,103.9638634,72.44665382,134.5318966,194.8405748,194.5364806,229.0537836,178.1671845,188.7935537,253.5845783,164.4717104,168.3056558,127.5542357,194.0546476,50.81684988,120.3874832,238.7958341,69.91789845,173.0961662,128.0369265
Zion Hill Methodist Church,220.7969614,176.996073,210.058196,106.1445239,201.9938668,229.4248007,150.1164097,150.4447638,126.718001,104.6979622,160.1989569,25.0067467,98.91755463,242.644981,140.3245167,104.0320915,251.571755,117.4457799,194.3038424,103.5715412,79.05567663,165.5175529,185.4682559,160.4646771,112.1256387,138.2891511,163.8389364,164.5689117,148.129462,130.2285149,51.75259485,184.4287287,124.3981044,82.1431447,28.73348883,187.3720967,131.1085119,5.850241059,142.5049631,80.07039476,136.7768033,179.3643589,164.22646,87.91127887,101.6714655,147.9624779,216.1179358,114.6252276,136.0044176,56.40192295,32.24419025,55.61577682,88.68857461,214.4783384,166.2980296,102.8837208,186.3131751,152.7761081,162.3394562,226.2002993,83.20814141,57.14794527,163.6554531,106.1394366,74.61837624,136.7485212,199.4588818,199.1412572,233.630901,182.7396477,186.7269338,258.1616287,169.0552578,170.5092727,130.6609961,198.6852164,53.00254609,125.0055036,240.9988176,74.55616869,177.6979401,132.6868454
Multi-County Community Agency,216.2891393,181.3315783,205.5353525,101.6157368,197.5548315,224.9326021,145.6311912,145.9344669,122.2319518,100.1824275,155.7149966,22.15006144,94.41780872,238.1752171,135.8353376,99.53126603,247.1358825,112.9234348,189.7956331,106.0707478,82.12280774,161.0237648,180.9081432,155.9055889,107.6560533,133.7623128,159.3124339,160.0229503,152.4966331,134.8855834,47.27063619,179.9330594,119.8942123,77.64177528,31.41794388,182.9088015,126.587009,6.045514133,138.0001622,75.52480891,134.9216471,174.8593472,159.7208463,92.32023106,97.11997741,143.4421968,211.6760079,119.0125837,131.4964204,51.85630935,27.68091701,60.04322321,84.17699251,210.015472,161.7556321,98.36055463,181.7902837,148.3059131,166.6888572,221.7315945,78.73835363,52.58500405,159.1164138,101.6523351,70.13637033,132.2071029,194.9565834,194.6568621,229.1831037,178.2980097,191.0698709,253.7139195,164.5989535,165.9850648,126.0958089,194.1666934,49.37959706,120.5035858,236.4754467,70.02745728,173.2175186,128.1427196
Love’s Kitchen,217.6472833,180.0041392,206.8961726,101.8677343,197.7908368,225.178081,145.8754255,146.18317,122.4763338,100.4320634,157.0688886,21.88875269,94.66463116,238.4166985,137.1901593,100.8881624,247.3713247,114.2841654,191.1538458,105.7992652,81.85432384,161.2695263,182.2756032,157.2728662,109.0073838,134.0139633,159.5640249,160.2780087,151.1635519,134.6107293,48.62417062,181.2890379,121.2516552,78.99876833,30.07092453,183.1491296,127.9475896,4.695374407,139.3577672,75.77979952,133.5886572,175.1071088,161.0785963,90.97970527,97.37601996,144.8025599,211.9125288,117.6759059,131.7447136,52.11130467,27.93905891,58.69940206,84.42592398,210.255724,163.1199358,99.72143132,183.1511122,148.5474703,165.3589422,221.972887,80.08971992,52.84308702,159.3702387,103.0067863,71.48991339,133.5712318,195.2038617,194.9009501,229.4206707,178.5344786,189.7411078,253.9514711,164.8380356,167.3461277,126.5986176,194.4168628,49.8588883,120.7507955,237.8363611,70.27944093,173.4608983,128.3974506
Maranatha Fellowship Church,232.4756933,165.2750759,221.733243,92.24923078,188.1205884,215.5384833,136.2318033,136.5540064,112.8331905,90.80591947,171.8835415,36.69208714,85.02938437,228.7641663,152.0078209,115.7125384,237.699253,129.1209482,205.9824791,115.3547193,91.41948073,151.6308448,197.1341603,172.1308326,123.8137491,124.3943364,149.9442044,150.669407,136.4162322,144.1552745,63.43766926,196.1104414,136.0777993,93.82345792,15.27850588,173.4928679,142.7838869,10.10714077,154.1844352,66.17098108,122.8967061,165.4748981,175.905733,76.2082974,87.77060443,159.6381527,202.2439481,102.9169488,122.114224,42.50250217,37.05617036,43.91733164,74.79750116,200.5992151,177.9682794,114.5586874,197.98821,138.8951865,150.6218675,212.3197442,94.89620176,61.1163463,149.7576461,117.8232501,86.30343932,148.4190109,185.5700868,185.2568533,219.755474,168.8657307,175.0077598,244.2862236,155.1777433,182.1839846,141.4023462,184.7924419,64.68307354,111.1168009,252.6737356,60.66089374,163.8145105,118.7877905
Community Outreach Services,189.0795807,206.8512914,178.1788028,40.262848,167.9370178,163.9377264,98.88434595,84.762639,120.1342441,63.42274965,128.7394435,84.01475561,111.5357303,177.4003143,108.8088247,72.39097129,186.6933784,109.4988863,162.5824552,168.4950138,144.3821364,100.0137724,153.1868597,173.3542974,80.8215555,72.42830904,97.98154034,98.50117562,178.3265884,197.495282,60.34744309,152.8427149,92.72375953,84.81524791,58.01464848,122.1977788,99.24409075,60.40146227,110.8206926,14.0073145,160.7467128,113.7391534,132.5332767,118.5596948,35.54443317,116.1111332,151.174378,145.0404124,70.34725811,30.20059768,34.00975166,86.46399084,90.09157969,149.3084473,134.2079161,126.3907351,154.4334172,135.8997617,192.3447273,160.9672065,51.90207191,18.19649236,97.66254525,74.64639039,43.18052623,145.3657544,133.8628572,133.7387619,168.6237579,180.4794807,216.6622676,193.1552472,156.0068384,138.6154095,98.45825672,132.9138207,111.4365952,79.59968495,209.1135354,58.03401759,112.33856,66.63917689
Central Mississippi Food Pantry,188.1473347,207.784915,177.2466763,41.26724539,168.8706141,164.9418325,99.8175735,85.76688899,121.0674653,64.35573522,127.8070067,83.00994153,112.4688423,178.4042411,107.8764293,71.45866827,187.6970343,108.4937407,161.6502119,167.4897439,143.3770008,101.0178905,152.25503,172.3488586,79.88900362,73.4326912,98.98592011,99.50571103,179.2599593,196.4898609,59.34262007,151.9103716,91.79148116,83.81026988,58.94739463,123.2016532,98.31195279,59.39679164,109.8884217,15.01184597,161.6800876,114.7433614,131.6010124,119.4927321,36.54901209,115.1789857,152.1780818,145.9736221,71.35148954,31.13334318,33.00507922,87.39688034,91.02459705,150.3123186,133.275945,125.3855832,153.5012909,136.8331095,193.27824,161.9711246,50.96952133,17.26388547,98.66702528,73.71397803,42.24807293,144.3604566,134.8670438,134.7428053,169.627509,181.4130565,217.5958321,194.1589978,156.9402971,137.6832935,97.52566858,133.918137,110.4316244,80.5327792,208.1814134,58.96689809,113.3425713,67.64369726
St. Luke Food Pantry,347.7030694,49.869116,336.945053,131.7250244,63.62124938,157.0821883,58.56969527,126.121894,37.32753845,94.31981992,287.1356473,156.1236369,46.05635533,110.6507514,267.2545192,230.9471689,113.2031898,244.3332777,321.2094547,240.0604036,216.107724,96.91045977,312.3073496,287.3050842,239.0807529,158.74205,183.5779278,237.6635815,21.04308834,268.880568,178.691853,311.3504125,251.3092512,209.0575255,109.7756658,48.96838684,257.9970887,132.6813581,269.4149448,151.4939169,3.467958345,140.9891541,291.1353995,71.6586217,189.4612312,274.8526202,77.74161067,40.54378388,105.4023976,127.8282258,152.3298999,89.39183598,67.61321212,76.07517735,293.1598274,229.7701666,313.1999712,21.41114859,35.23030816,91.2575475,210.1629969,176.3904191,217.6934385,233.0721024,201.5575733,263.6115745,153.9486664,105.6623246,95.24705288,44.36369503,59.60950106,119.7778929,30.66050829,297.3943819,256.6740887,197.0531764,183.3586986,78.01328722,367.884998,99.83388659,73.50826778,200.4190321
Jericho Baptist Church Food Bank,361.9914083,35.5141651,351.2275873,146.0439845,45.87473957,171.4152866,72.90549623,140.4479998,51.66301949,108.6439033,301.4332103,173.9250363,60.38654282,124.9925219,281.5500664,245.2382171,95.45789996,258.6160089,335.4976451,257.8838728,233.9246881,111.242947,326.5754822,301.5736139,253.3838734,173.0617618,197.8977681,251.9758993,38.32895979,286.7113508,192.9901948,325.6434495,265.5991133,223.3483645,127.5633522,52.25779942,272.2801447,150.4758134,283.7044548,165.8063841,19.38869233,155.3173017,305.4245944,89.43222133,203.7714155,289.1361477,59.9939818,58.30903623,119.7293933,142.1406834,166.6355317,107.1725844,81.93882436,78.37532267,307.434807,244.0525812,327.4824881,35.75275737,20.8807281,105.5997284,224.4660406,190.696178,232.0084323,247.3684542,215.8558957,277.8869339,168.2778619,119.9984413,77.49715398,26.6161801,45.25742167,102.0280267,15.51881472,311.6763907,270.9789757,211.3760996,201.1676822,92.3426337,382.1673272,114.1528775,87.84592173,214.7320611
FAITH Food Pantry,340.8387432,56.96270059,330.1007111,124.7553128,82.38873656,150.0638,51.54201859,119.1275831,30.30096658,87.33247667,280.2395742,145.0472138,39.04800567,123.0413502,260.3653888,224.0735322,131.9664702,237.488271,314.3456433,223.6147951,199.0981091,89.89418502,305.5125902,280.5089614,232.1655546,151.7697464,176.6051779,230.7167209,28.09454403,249.8911249,171.7931149,304.4699175,244.4396947,202.1846121,93.0661872,67.76815041,251.1509618,118.4569841,262.5465977,144.5465549,17.17302986,133.9878121,284.2681343,52.79788307,182.5217223,268.0048681,96.5129467,21.71177725,98.40502675,120.8809002,145.4060692,70.50649198,60.62060978,94.87437111,286.3414993,222.9262519,306.3556926,33.17249861,42.30540553,106.5966169,203.2480673,169.4661472,210.7373684,226.1802075,194.6588985,256.7919431,146.9437149,98.63355354,114.0261983,63.13464453,66.69319856,138.5569215,49.45097037,290.5518546,249.7528064,190.0698109,173.0439709,71.00782773,361.0413584,92.86407376,66.47420953,193.4697285
Salvation Army 3,346.9757882,50.62973766,336.2206774,130.9824169,66.07946316,156.3325035,57.81865846,125.3757096,36.57666195,93.57464822,286.4037492,153.6379488,45.30812852,109.896726,266.5236303,230.2185324,115.6607926,243.6088042,320.482248,237.5636687,213.6142451,96.16108141,311.5901831,286.5877192,238.3460733,157.999066,182.8348793,236.9242982,21.79758391,266.3801724,177.9595659,310.6207798,250.5812082,208.3289938,107.2968415,51.43129443,257.2724525,130.1991456,268.6870779,150.7545594,4.222552842,140.2419477,290.4076902,69.18684819,188.7230161,274.1277479,80.20038443,38.07618848,104.655768,127.0888732,151.5939639,86.9164843,66.86727533,78.53800251,292.4392337,229.0458517,312.4756045,20.6572049,35.98824151,90.50331688,209.428356,175.6544193,216.9528158,232.3408111,200.8252957,262.8907909,153.2009353,104.9111294,97.70696267,46.82241203,60.36868528,122.2377861,33.12206285,296.6702696,255.9385247,196.3085846,180.8692142,77.26548113,367.160725,99.09126393,72.75630331,199.679393
First United Methodist Church Food Pantry,347.4471947,50.16382613,336.6925627,131.4512974,65.89333727,156.8002175,58.28614968,125.8440006,37.04417961,94.04310609,286.8743947,153.8195466,45.77608288,110.3637246,266.9944421,230.6897154,115.474566,244.0806734,320.9536667,237.7434458,213.7945588,96.62884596,312.0632566,287.06076,238.8162604,158.4678845,183.3036871,237.3937265,21.33066271,266.5593462,178.4301473,311.0917987,251.0524891,208.8001942,107.4795705,51.24594214,257.7442949,130.3813162,269.1583878,151.2239756,3.755647954,140.7100702,290.8790261,69.37073923,189.1926205,274.5995514,80.01435083,38.26076813,105.1239856,127.5582902,152.063944,87.09978562,67.33560711,78.35263662,292.9117423,229.5177471,312.9474913,21.12421704,35.52188691,90.97028169,209.8985494,176.1243888,217.4220234,232.8115567,201.2958787,263.3632683,153.6689714,105.3785945,97.52111628,46.63636909,59.90253683,122.0519369,32.93648758,297.1421983,256.408566,196.777138,181.0501863,77.73350482,367.6326272,99.56014192,73.22364164,200.1487627
Helping Hands,347.1644555,50.44301974,336.4095145,131.1701881,65.99200055,156.5198609,58.00593678,125.5632717,36.76394965,93.76226947,286.5921465,153.7238051,45.49557114,110.0838296,266.7120866,230.4071204,115.5732943,243.7976356,320.6709196,237.6488791,213.6996458,96.3484567,311.7794417,286.7769662,238.534308,158.1868152,183.0226247,237.1122637,21.6105078,266.4651687,178.1479405,310.8093096,250.769831,208.517588,107.3830991,51.34410626,257.4612744,130.2852051,268.8757109,150.9425206,4.035482522,140.42945,290.5963324,69.27351798,188.9110441,274.3165561,80.11295456,38.16310255,104.8433041,127.2768347,151.7821252,87.00294488,67.05485185,78.45080952,292.628292,229.2346924,312.6644422,20.84431327,35.80136641,90.69040845,209.6165929,175.8425768,217.140703,232.5292439,201.0136709,263.0798381,153.3884069,105.0983985,97.61959921,46.73497885,60.18188331,122.1504217,33.03479558,296.8591222,256.1267077,196.4962397,180.9548485,77.45294835,367.3495681,99.27903422,72.9435274,199.8673377
